index,Opening,Opening Category,Opening Sub-Category,Sub-Category Score,Category Score,Difference
1036585,Dutch Defense: Omega-Isis Gambit,Dutch Defense, Omega-Isis Gambit,0.6666666666666666,0.02104436592069101,0.6456223007459756
1470332,"Queen's Gambit Refused: Baltic Defense, Queen Attack",Queen's Gambit Refused," Baltic Defense, Queen Attack",0.6666666666666666,0.15286309106649626,0.5138035756001704
687063,Caro-Kann Defense: Massachusetts Defense,Caro-Kann Defense, Massachusetts Defense,0.6666666666666666,-0.03327367742859188,0.6999403440952585
933534,"Italian Game: Two Knights Defense, Pincus Variation",Italian Game," Two Knights Defense, Pincus Variation",0.6666666666666666,0.09855521155830753,0.5681114551083591
1793387,"Nimzo-Indian Defense: Normal Variation, Bernstein Defense",Nimzo-Indian Defense," Normal Variation, Bernstein Defense",0.6666666666666666,0.0305304944063515,0.6361361722603152
485999,"Sicilian Defense: Dragon Variation, Classical Variation, Alekhine Line",Sicilian Defense," Dragon Variation, Classical Variation, Alekhine Line",0.6666666666666666,-0.03165774109814676,0.6983244077648134
161259,"King's Gambit Accepted, McDonnell Gambit",King's Gambit Accepted,McDonnell Gambit,0.6666666666666666,0.15463105064498736,0.5120356160216792
805529,Queen's Pawn Game: Morris Countergambit,Queen's Pawn Game, Morris Countergambit,0.6666666666666666,0.041878140438289066,0.6247885262283775
1864509,Benoni Defense: Benoni-Staunton Gambit,Benoni Defense, Benoni-Staunton Gambit,0.6666666666666666,-0.04835665985217802,0.7150233265188446
1650477,Ruy Lopez: Brentano Gambit,Ruy Lopez, Brentano Gambit,0.6666666666666666,0.07842768035777334,0.5882389863088933
136619,"French Defense: Winawer Variation, Exchange Variation, Canal Attack",French Defense," Winawer Variation, Exchange Variation, Canal Attack",0.6666666666666666,-0.001258634820278656,0.6679253014869453
1935406,Gruenfeld Defense: Flohr Defense,Gruenfeld Defense, Flohr Defense,0.6666666666666666,-0.062016806722689076,0.7286834733893557
508260,"Nimzowitsch Defense: Kennedy Variation, Herford Gambit",Nimzowitsch Defense," Kennedy Variation, Herford Gambit",0.6666666666666666,0.08834080717488789,0.5783258594917787
1650381,Ruy Lopez: Central Countergambit,Ruy Lopez, Central Countergambit,0.6363636363636364,0.07842768035777334,0.557935956005863
1836227,Owen Defense: Matovinsky Gambit,Owen Defense, Matovinsky Gambit,0.6363636363636364,0.07193298775448877,0.5644306486091476
1993643,Borg Opening: Zilbermints Gambit,Borg Opening, Zilbermints Gambit,0.6363636363636364,0.6363636363636364,0.0
866368,"Philidor Defense: Nimzowitsch Variation, Rellstab Variation",Philidor Defense," Nimzowitsch Variation, Rellstab Variation",0.631578947368421,0.12452173341872341,0.5070572139496976
465837,"Sicilian Defense: Wing Gambit, Santasiere Variation",Sicilian Defense," Wing Gambit, Santasiere Variation",0.625,-0.03165774109814676,0.6566577410981468
1650576,Ruy Lopez: Open Berlin Defense: Showalter Variation,Ruy Lopez, Open Berlin Defense: Showalter Variation,0.625,0.07842768035777334,0.5465723196422266
1911083,Latvian Gambit: Corkscrew Countergambit,Latvian Gambit, Corkscrew Countergambit,0.6153846153846154,-0.019057702488088937,0.6344423178727043
973088,"King's Indian Defense: Fianchetto Variation, Double Fianchetto Attack",King's Indian Defense," Fianchetto Variation, Double Fianchetto Attack",0.6153846153846154,0.01557349639325467,0.5998111189913607
866427,"Philidor Defense: Nimzowitsch Variation, Sokolsky Variation",Philidor Defense," Nimzowitsch Variation, Sokolsky Variation",0.6,0.12452173341872341,0.47547826658127657
1036548,"Dutch Defense: Classical Variation, Buenos Aires Variation",Dutch Defense," Classical Variation, Buenos Aires Variation",0.6,0.02104436592069101,0.578955634079309
137181,Lion Defense: Bayonet Attack,Lion Defense, Bayonet Attack,0.6,-0.07649253731343283,0.6764925373134328
1999575,"Four Knights: Scotch Variation, Belgrade Gambit, Modern Defense",Four Knights," Scotch Variation, Belgrade Gambit, Modern Defense",0.6,0.6,0.0
1836249,Owen Defense: Hekili-Loa Gambit,Owen Defense, Hekili-Loa Gambit,0.6,0.07193298775448877,0.5280670122455112
136637,"French Defense: Steinitz Variation, Bradford Attack Variation",French Defense," Steinitz Variation, Bradford Attack Variation",0.6,-0.001258634820278656,0.6012586348202786
1738082,"Tarrasch Defense: Classical Variation, Reti Variation",Tarrasch Defense," Classical Variation, Reti Variation",0.6,0.08230088495575222,0.5176991150442478
933162,"Italian Game: Giuoco Piano, Aitken Variation",Italian Game," Giuoco Piano, Aitken Variation",0.6,0.09855521155830753,0.5014447884416925
161232,"King's Gambit Accepted, Muzio Gambit Accepted, From's Defense",King's Gambit Accepted,"Muzio Gambit Accepted, From's Defense",0.6,0.15463105064498736,0.4453689493550126
1999500,Zukertort Defense: Kingside Variation,Zukertort Defense, Kingside Variation,0.6,0.5454545454545454,0.054545454545454564
136629,"French Defense: Winawer Variation, Alekhine Gambit, Kan Variation",French Defense," Winawer Variation, Alekhine Gambit, Kan Variation",0.6,-0.001258634820278656,0.6012586348202786
526624,"Vienna Game: Vienna Gambit, Wurzburger Trap",Vienna Game," Vienna Gambit, Wurzburger Trap",0.6,0.12093195266272189,0.4790680473372781
1965260,"Pterodactyl Defense: Eastern, Benoni Pterodactyl",Pterodactyl Defense," Eastern, Benoni Pterodactyl",0.6,-0.03219315895372234,0.6321931589537223
1562529,Zukertort Opening: Lisitsyn Gambit Deferred,Zukertort Opening, Lisitsyn Gambit Deferred,0.6,0.08458849534776126,0.5154115046522387
160540,"King's Gambit Accepted, Stamma Gambit",King's Gambit Accepted,Stamma Gambit,0.6,0.15463105064498736,0.4453689493550126
1396776,Queen's Gambit Declined: Cambridge Springs Defense: Bogoljubov Variation,Queen's Gambit Declined, Cambridge Springs Defense: Bogoljubov Variation,0.59375,0.09342300002596526,0.5003269999740347
1649173,Ruy Lopez: Bird's Defense Deferred,Ruy Lopez, Bird's Defense Deferred,0.5909090909090909,0.07842768035777334,0.5124814105513176
1684748,Horwitz Defense: Zilbermints Gambit,Horwitz Defense, Zilbermints Gambit,0.5833333333333334,0.08619215052741613,0.49714118280591724
1809630,Ware Defense: Snagglepuss Defense,Ware Defense, Snagglepuss Defense,0.5714285714285714,0.2670906200317965,0.3043379513967749
486386,"Sicilian Defense: Paulsen Variation, Taimanov Variation",Sicilian Defense," Paulsen Variation, Taimanov Variation",0.5714285714285714,-0.03165774109814676,0.6030863125267182
1632239,Ruy Lopez: Pollock Defense,Ruy Lopez, Pollock Defense,0.5714285714285714,0.07842768035777334,0.49300089107079803
526265,"Vienna Game: Stanley Variation, Meitner-Mieses Gambit",Vienna Game," Stanley Variation, Meitner-Mieses Gambit",0.5581395348837209,0.12093195266272189,0.43720758222099904
955901,"Queen's Gambit Accepted: Gunsberg Defense, Prianishenmo Gambit",Queen's Gambit Accepted," Gunsberg Defense, Prianishenmo Gambit",0.5555555555555556,0.2135774218154081,0.3419781337401475
136455,French Defense: Orthoschnapp Gambit,French Defense, Orthoschnapp Gambit,0.5555555555555556,-0.001258634820278656,0.5568141903758342
504775,Nimzowitsch Defense: Neo-Mongoloid Defense,Nimzowitsch Defense, Neo-Mongoloid Defense,0.5142857142857142,0.08834080717488789,0.42594490711082633
1929480,"Catalan Opening: Closed, Main Line",Catalan Opening," Closed, Main Line",0.5094339622641509,0.17277486910994763,0.3366590931542033
925641,"Italian Game: Two Knights Defense, Knight Attack",Italian Game," Two Knights Defense, Knight Attack",0.5034965034965035,0.09855521155830753,0.404941291938196
1738049,"Tarrasch Defense: Classical Variation, Advance Variation",Tarrasch Defense," Classical Variation, Advance Variation",0.5,0.08230088495575222,0.4176991150442478
1649302,"Ruy Lopez: Closed Variations, Borisenko Variation",Ruy Lopez," Closed Variations, Borisenko Variation",0.5,0.07842768035777334,0.42157231964222663
1935228,Gruenfeld Defense: Botvinnik Variation,Gruenfeld Defense, Botvinnik Variation,0.5,-0.062016806722689076,0.562016806722689
1894236,Van Geet Opening: Liebig Gambit,Van Geet Opening, Liebig Gambit,0.5,0.01658128875707738,0.4834187112429226
1735825,"Slav Defense: Czech Variation, Wiesbaden Variation, Sharp Line",Slav Defense," Czech Variation, Wiesbaden Variation, Sharp Line",0.5,0.0632993417686982,0.4367006582313018
1998967,"King's Indian, Averbakh, Main Line",King's Indian,"Averbakh, Main Line",0.5,-0.05581395348837209,0.5558139534883721
127230,"French Defense: Tarrasch Variation, Leningrad Variation",French Defense," Tarrasch Variation, Leningrad Variation",0.5,-0.001258634820278656,0.5012586348202787
1195527,"English Opening: Anglo-Indian Defense, Slav Formation",English Opening," Anglo-Indian Defense, Slav Formation",0.5,0.07679435019574729,0.4232056498042527
1970636,"Neo-Gruenfeld Defense: Exchange Variation, with 6.e4",Neo-Gruenfeld Defense," Exchange Variation, with 6.e4",0.5,0.08209538702111024,0.41790461297888976
1195029,English Opening: Neo-Catalan Declined,English Opening, Neo-Catalan Declined,0.5,0.07679435019574729,0.4232056498042527
1646084,"Ruy Lopez: Morphy Defense, Duras Variation",Ruy Lopez," Morphy Defense, Duras Variation",0.5,0.07842768035777334,0.42157231964222663
1965063,"Pterodactyl Defense: Central, Benoni Quetzalcoatlus",Pterodactyl Defense," Central, Benoni Quetzalcoatlus",0.5,-0.03219315895372234,0.5321931589537223
1981627,London System: Poisoned Pawn Variation,London System, Poisoned Pawn Variation,0.5,-0.03836930455635491,0.5383693045563549
135887,French Defense: Reversed Philidor Formation,French Defense, Reversed Philidor Formation,0.5,-0.001258634820278656,0.5012586348202787
571208,"Alekhine Defense: Hunt Variation, Mikenas Gambit",Alekhine Defense," Hunt Variation, Mikenas Gambit",0.5,-0.023092493906721197,0.5230924939067212
486266,Sicilian Defense: Spielmann Variation,Sicilian Defense, Spielmann Variation,0.5,-0.03165774109814676,0.5316577410981468
486351,"Sicilian Defense: 2.c3, Heidenfeld Variation",Sicilian Defense," 2.c3, Heidenfeld Variation",0.5,-0.03165774109814676,0.5316577410981468
1195209,"English Opening: King's English Variation, Four Knights Variation, Quiet Line",English Opening," King's English Variation, Four Knights Variation, Quiet Line",0.5,0.07679435019574729,0.4232056498042527
1399010,"Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line",Queen's Gambit Declined," Semi-Tarrasch Defense, Main Line",0.5,0.09342300002596526,0.40657699997403474
1650678,"Ruy Lopez: Closed Variations, Worrall Attack, Delayed Castling Line",Ruy Lopez," Closed Variations, Worrall Attack, Delayed Castling Line",0.5,0.07842768035777334,0.42157231964222663
1650475,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense, Fianchetto Variation",Ruy Lopez," Morphy Defense, Modern Steinitz Defense, Fianchetto Variation",0.5,0.07842768035777334,0.42157231964222663
976807,"King's Indian Defense: Fianchetto Variation, Pterodactyl Variation",King's Indian Defense," Fianchetto Variation, Pterodactyl Variation",0.5,0.01557349639325467,0.48442650360674533
1608120,"Semi-Slav Defense: Anti-Noteboom, Stonewall Variation, Portisch Gambit",Semi-Slav Defense," Anti-Noteboom, Stonewall Variation, Portisch Gambit",0.5,0.0930170928845899,0.4069829071154101
976813,"King's Indian Defense: Orthodox Variation, Korchnoi Attack",King's Indian Defense," Orthodox Variation, Korchnoi Attack",0.5,0.01557349639325467,0.48442650360674533
1650841,Ruy Lopez: Brix Variation,Ruy Lopez, Brix Variation,0.5,0.07842768035777334,0.42157231964222663
508286,"Nimzowitsch Defense: El Columpio Defense, Exchange Variation",Nimzowitsch Defense," El Columpio Defense, Exchange Variation",0.5,0.08834080717488789,0.4116591928251121
1998973,Lemming Defense,Lemming Defense,,0.4861111111111111,0.4861111111111111,0.0
922330,"Italian Game: Two Knights Defense, Fried Liver Attack",Italian Game," Two Knights Defense, Fried Liver Attack",0.48256285482562855,0.09855521155830753,0.384007643267321
932883,"Italian Game: Evans Gambit, Compromised Defense",Italian Game," Evans Gambit, Compromised Defense",0.4807692307692308,0.09855521155830753,0.38221401921092324
1650308,"Ruy Lopez: Open, 6.d4",Ruy Lopez," Open, 6.d4",0.4782608695652174,0.07842768035777334,0.39983318920744404
954379,Queen's Gambit Accepted: Godes Variation,Queen's Gambit Accepted, Godes Variation,0.47368421052631576,0.2135774218154081,0.26010678871090764
1965044,"Pterodactyl Defense: Eastern, Pteranodon",Pterodactyl Defense," Eastern, Pteranodon",0.47368421052631576,-0.03219315895372234,0.5058773694800381
1131143,"King's Pawn Game: Busch-Gass Gambit, Chiodini Gambit",King's Pawn Game," Busch-Gass Gambit, Chiodini Gambit",0.4666666666666667,0.018338335176117517,0.4483283314905492
485460,Sicilian Defense: Velimirovic Attack,Sicilian Defense, Velimirovic Attack,0.4666666666666667,-0.03165774109814676,0.49832440776481346
932269,"Italian Game: Two Knights Defense, Blackburne Variation",Italian Game," Two Knights Defense, Blackburne Variation",0.4666666666666667,0.09855521155830753,0.36811145510835913
1503236,Indian Game: Doery Indian,Indian Game, Doery Indian,0.46153846153846156,-0.05488098100504929,0.5164194425435109
1263611,"Four Knights Game: Double Spanish, with 5.O-O",Four Knights Game," Double Spanish, with 5.O-O",0.46153846153846156,0.007619577308120133,0.45391888423034144
1246015,Modern Defense: Westermann Gambit,Modern Defense, Westermann Gambit,0.45454545454545453,0.012958833102284371,0.4415866214431702
486521,"Sicilian Defense: Closed Variation, Grob Attack",Sicilian Defense," Closed Variation, Grob Attack",0.45454545454545453,-0.03165774109814676,0.48620319564360126
1962584,Queen's Indian Defense: Riumin Variation,Queen's Indian Defense, Riumin Variation,0.45454545454545453,-0.03280224929709466,0.4873477038425492
485762,"Sicilian Defense: Lasker-Pelikan Variation, Bird Variation",Sicilian Defense," Lasker-Pelikan Variation, Bird Variation",0.4444444444444444,-0.03165774109814676,0.4761021855425912
1648138,"Ruy Lopez: Closed, 8.c3",Ruy Lopez," Closed, 8.c3",0.4444444444444444,0.07842768035777334,0.36601676408667105
1649906,"Ruy Lopez: Steinitz Defense, Center Gambit",Ruy Lopez," Steinitz Defense, Center Gambit",0.44,0.07842768035777334,0.3615723196422267
1067751,Pirc Defense: Chinese Variation,Pirc Defense, Chinese Variation,0.44,-0.006788996701572357,0.44678899670157235
1192817,"English Opening: Agincourt Defense, Kurajica Defense",English Opening," Agincourt Defense, Kurajica Defense",0.43617021276595747,0.07679435019574729,0.35937586257021015
161047,"King's Gambit Accepted, Bishop's Gambit, Lopez Defense",King's Gambit Accepted,"Bishop's Gambit, Lopez Defense",0.43478260869565216,0.15463105064498736,0.28015155805066483
930491,Italian Game: Scotch Gambit,Italian Game, Scotch Gambit,0.43478260869565216,0.09855521155830753,0.3362273971373446
1803441,Russian Game: Damiano Variation,Russian Game, Damiano Variation,0.43249258160237386,0.14728367498816047,0.2852089066142134
933613,"Italian Game: Giuoco Piano, Rosentreter Variation",Italian Game," Giuoco Piano, Rosentreter Variation",0.42857142857142855,0.09855521155830753,0.330016217013121
1196211,"English Opening: Agincourt Defense, Bogoljubov Defense",English Opening," Agincourt Defense, Bogoljubov Defense",0.42857142857142855,0.07679435019574729,0.3517770783756813
1650809,"Ruy Lopez: Morphy Defense, Schliemann Defense Deferred, Jaenisch Gambit Deferred",Ruy Lopez," Morphy Defense, Schliemann Defense Deferred, Jaenisch Gambit Deferred",0.42857142857142855,0.07842768035777334,0.35014374821365524
1398985,"Queen's Gambit Declined: Orthodox Defense, Classical Variation",Queen's Gambit Declined," Orthodox Defense, Classical Variation",0.42857142857142855,0.09342300002596526,0.3351484285454633
976775,"King's Indian Defense: Four Pawns Attack, Exchange Variation",King's Indian Defense," Four Pawns Attack, Exchange Variation",0.42857142857142855,0.01557349639325467,0.4129979321781739
161132,King's Gambit Accepted: Ghulam-Kassim Gambit #2,King's Gambit Accepted, Ghulam-Kassim Gambit #2,0.42857142857142855,0.15463105064498736,0.2739403779264412
1935459,"Gruenfeld Defense: Russian Variation, Szabo (Boleslavsky)",Gruenfeld Defense," Russian Variation, Szabo (Boleslavsky)",0.42857142857142855,-0.062016806722689076,0.4905882352941176
246974,"Scandinavian Defense: Portuguese Variation, Portuguese Gambit",Scandinavian Defense," Portuguese Variation, Portuguese Gambit",0.42857142857142855,0.05852482500786154,0.370046603563567
1738067,Tarrasch Defense: Swedish Variation,Tarrasch Defense, Swedish Variation,0.42857142857142855,0.08230088495575222,0.34627054361567633
1988885,Hippopotamus Defense #2,Hippopotamus Defense,2,0.4262295081967213,0.3923076923076923,0.03392181588902898
158518,"King's Gambit Accepted, Cunningham Defense, Bertin Gambit",King's Gambit Accepted,"Cunningham Defense, Bertin Gambit",0.42424242424242425,0.15463105064498736,0.2696113735974369
526579,"Vienna Game: Vienna Gambit, Modern Variation",Vienna Game," Vienna Gambit, Modern Variation",0.4222222222222222,0.12093195266272189,0.30129026955950033
1398739,"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",Queen's Gambit Declined," Ragozin Defense, Alekhine Variation",0.421875,0.09342300002596526,0.32845199997403474
925358,Italian Game: Scotch Gambit Declined,Italian Game, Scotch Gambit Declined,0.4169611307420495,0.09855521155830753,0.31840591918374195
1398715,"Queen's Gambit Declined: Semi-Tarrasch, San Sebastian Variation",Queen's Gambit Declined," Semi-Tarrasch, San Sebastian Variation",0.4166666666666667,0.09342300002596526,0.3232436666407014
445143,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line",Sicilian Defense," Dragon Variation, Yugoslav Attack, Main Line",0.4142857142857143,-0.03165774109814676,0.44594345538386104
1970523,"Neo-Gruenfeld Defense: Classical Variation, Polgar Variation",Neo-Gruenfeld Defense," Classical Variation, Polgar Variation",0.41379310344827586,0.08209538702111024,0.3316977164271656
1734757,Slav Defense: Breyer Variation,Slav Defense, Breyer Variation,0.4132231404958678,0.0632993417686982,0.3499237987271696
1195539,"English Opening: Anglo-Indian Defense, Gruenfeld Formation",English Opening," Anglo-Indian Defense, Gruenfeld Formation",0.4117647058823529,0.07679435019574729,0.3349703556866056
133023,"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",French Defense," Alekhine-Chatard Attack, Albin-Chatard Gambit",0.410958904109589,-0.001258634820278656,0.4122175389298677
463891,Sicilian Defense: Polish Gambit,Sicilian Defense, Polish Gambit,0.4090909090909091,-0.03165774109814676,0.44074865018905585
1988772,St. George Defense: Woodchuck Variation,St. George Defense, Woodchuck Variation,0.40816326530612246,0.15396548380841574,0.2541977814977067
450101,Sicilian Defense: Jalalabad Variation,Sicilian Defense, Jalalabad Variation,0.4075829383886256,-0.03165774109814676,0.43924067948677237
1597828,"Semi-Slav Defense: Stoltz Variation, Shabalov Attack",Semi-Slav Defense," Stoltz Variation, Shabalov Attack",0.40625,0.0930170928845899,0.3132329071154101
1113599,King's Pawn Game: Damiano Defense,King's Pawn Game, Damiano Defense,0.4037546271813855,0.018338335176117517,0.385416292005268
526969,"Vienna Game: Vienna Gambit, Cunningham Defense",Vienna Game," Vienna Gambit, Cunningham Defense",0.4,0.12093195266272189,0.27906804733727814
527160,"Vienna Game: Vienna Gambit, Quelle Gambit",Vienna Game," Vienna Gambit, Quelle Gambit",0.4,0.12093195266272189,0.27906804733727814
1650692,"Ruy Lopez: Closed, Breyer, 10.d4",Ruy Lopez," Closed, Breyer, 10.d4",0.4,0.07842768035777334,0.32157231964222666
1650833,"Ruy Lopez: Schliemann Defense, Moehring Variation",Ruy Lopez," Schliemann Defense, Moehring Variation",0.4,0.07842768035777334,0.32157231964222666
1935381,"Gruenfeld Defense: Exchange Variation, Modern Exchange Variation, Kramnik's Line",Gruenfeld Defense," Exchange Variation, Modern Exchange Variation, Kramnik's Line",0.4,-0.062016806722689076,0.4620168067226891
1650780,"Ruy Lopez: Open Variations, Italian Variation",Ruy Lopez," Open Variations, Italian Variation",0.4,0.07842768035777334,0.32157231964222666
1935396,"Gruenfeld Defense: Exchange Variation, Sokolsky Variation",Gruenfeld Defense," Exchange Variation, Sokolsky Variation",0.4,-0.062016806722689076,0.4620168067226891
1881179,"Old Indian Defense: Janowski Variation, Fianchetto Variation",Old Indian Defense," Janowski Variation, Fianchetto Variation",0.4,0.06268701376421304,0.337312986235787
1753730,Polish Opening: Queen's Indian Variation,Polish Opening, Queen's Indian Variation,0.4,0.031218344230592134,0.3687816557694079
1268686,Petrov's Defense #4,Petrov's Defense,4,0.39664804469273746,0.07543103448275862,0.32121701020997884
928445,"Italian Game: Two Knights Defense, Max Lange Attack",Italian Game," Two Knights Defense, Max Lange Attack",0.3895131086142322,0.09855521155830753,0.2909578970559247
1999508,Bronstein Gambit,Bronstein Gambit,,0.3888888888888889,0.3888888888888889,0.0
931468,"Italian Game: Two Knights Defense, Open Variation",Italian Game," Two Knights Defense, Open Variation",0.3850267379679144,0.09855521155830753,0.2864715264096069
1036535,Dutch Defense: Krause Variation,Dutch Defense, Krause Variation,0.38461538461538464,0.02104436592069101,0.3635710186946936
955737,Queen's Gambit Accepted: Schwartz Defense,Queen's Gambit Accepted, Schwartz Defense,0.38461538461538464,0.2135774218154081,0.17103796279997655
1650447,"Ruy Lopez: Berlin Defense, Rosenthal Variation",Ruy Lopez," Berlin Defense, Rosenthal Variation",0.38461538461538464,0.07842768035777334,0.3061877042576113
1607802,Semi-Slav Defense: Romih Variation,Semi-Slav Defense, Romih Variation,0.38372093023255816,0.0930170928845899,0.29070383734796823
1607912,"Semi-Slav Defense: Noteboom Variation, Abrahams Variation",Semi-Slav Defense," Noteboom Variation, Abrahams Variation",0.38095238095238093,0.0930170928845899,0.287935288067791
976356,"King's Indian Defense: Saemisch Variation, Double Fianchetto",King's Indian Defense," Saemisch Variation, Double Fianchetto",0.38095238095238093,0.01557349639325467,0.36537888455912626
1067425,Pirc Defense: Sveshnikov System,Pirc Defense, Sveshnikov System,0.37735849056603776,-0.006788996701572357,0.3841474872676101
609590,Hungarian Opening: Myers Defense,Hungarian Opening, Myers Defense,0.37681159420289856,0.00886796868904897,0.36794362551384957
1793258,"Nimzo-Indian Defense: Normal Variation, Schlechter Defense",Nimzo-Indian Defense," Normal Variation, Schlechter Defense",0.375,0.0305304944063515,0.34446950559364853
1738074,"Tarrasch Defense: Classical Variation, Main Line",Tarrasch Defense," Classical Variation, Main Line",0.375,0.08230088495575222,0.2926991150442478
1491729,Indian Game: Normal Variation,Indian Game, Normal Variation,0.3745173745173745,-0.05488098100504929,0.4293983555224238
1840834,King's Knight Opening,King's Knight Opening,,0.37222509034589574,0.09097926775474195,0.28124582259115377
1196038,English Opening: Mikenas-Carls Variation #3,English Opening, Mikenas-Carls Variation #3,0.37142857142857144,0.07679435019574729,0.2946342212328241
940219,Queen's Gambit Accepted: Normal Variation,Queen's Gambit Accepted, Normal Variation,0.3699664429530201,0.2135774218154081,0.15638902113761202
1865018,"Benoni Defense: Old Benoni, Schmid Variation",Benoni Defense," Old Benoni, Schmid Variation",0.3695652173913043,-0.04835665985217802,0.41792187724348234
1469430,"Queen's Gambit Refused: Chigorin Defense, Lazard Gambit",Queen's Gambit Refused," Chigorin Defense, Lazard Gambit",0.36904761904761907,0.15286309106649626,0.2161845279811228
1263786,"Four Knights Game: Scotch Variation, Belgrade Gambit",Four Knights Game," Scotch Variation, Belgrade Gambit",0.36904761904761907,0.007619577308120133,0.36142804173949894
1863734,"Benoni Defense: Classical Variation, Full Line",Benoni Defense," Classical Variation, Full Line",0.3684210526315789,-0.04835665985217802,0.41677771248375695
1501820,"Indian Game: Knights Variation, Alburt-Miles Variation",Indian Game," Knights Variation, Alburt-Miles Variation",0.3684210526315789,-0.05488098100504929,0.4233020336366282
507991,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Nimzowitsch Gambit",Nimzowitsch Defense," Scandinavian Variation, Bogoljubov Variation, Nimzowitsch Gambit",0.36619718309859156,0.08834080717488789,0.27785637592370366
457769,"Sicilian Defense: Canal Attack, Haag Gambit",Sicilian Defense," Canal Attack, Haag Gambit",0.36363636363636365,-0.03165774109814676,0.39529410473451043
1641141,"Ruy Lopez: Morphy Defense, Norwegian Variation, Nightingale Gambit",Ruy Lopez," Morphy Defense, Norwegian Variation, Nightingale Gambit",0.36363636363636365,0.07842768035777334,0.2852086832785903
933563,"Italian Game: Classical Variation, Alexandre Gambit",Italian Game," Classical Variation, Alexandre Gambit",0.36363636363636365,0.09855521155830753,0.2650811520780561
158818,"King's Gambit Accepted, Fischer Defense, Spanish Variation",King's Gambit Accepted,"Fischer Defense, Spanish Variation",0.36065573770491804,0.15463105064498736,0.20602468705993068
1927490,"King's Gambit Declined, Norwalde Variation",King's Gambit Declined,Norwalde Variation,0.36036036036036034,0.13670941099760922,0.22365094936275112
805222,Queen's Pawn Game: Chandler Gambit,Queen's Pawn Game, Chandler Gambit,0.35714285714285715,0.041878140438289066,0.31526471670456807
1793399,"Nimzo-Indian Defense: Normal Variation, Bernstein Defense, Exchange Line",Nimzo-Indian Defense," Normal Variation, Bernstein Defense, Exchange Line",0.35714285714285715,0.0305304944063515,0.3266123627365056
933319,"Italian Game: Two Knights Defense, Max Lange Attack, Krause Variation",Italian Game," Two Knights Defense, Max Lange Attack, Krause Variation",0.35,0.09855521155830753,0.25144478844169244
526308,Vienna Game: Giraffe Attack,Vienna Game, Giraffe Attack,0.35,0.12093195266272189,0.2290680473372781
1195487,"English Opening: King's English Variation, Two Knights Variation, Fianchetto Line",English Opening," King's English Variation, Two Knights Variation, Fianchetto Line",0.35,0.07679435019574729,0.27320564980425266
